idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s
551,28.511,28.512421411000105,5.562815105000482,ok,0.09378361800008861,0.06922808491138692,0.37355418100014504
552,28.538,28.539085581998734,5.53609849699933,ok,0.10405247199923906,0.06875991173417995,0.37348031500005163
553,28.551,28.55133033799939,5.523327767999945,ok,0.09175558700007969,0.06875385767088568,0.3734626009991189
554,28.578,28.578697942999497,5.4965881730004185,ok,0.10157446400080516,0.06829115387340665,0.37348427799952333
555,28.633,28.633429452998826,5.441588763000254,ok,0.05142227899887075,0.06822978016456936,0.3734786540007917
556,28.821,28.82154239800002,5.945552297000177,ok,0.12317116800113581,0.0737008423164505,0.3945763830015494
557,28.834,28.840959455999837,5.926377691999733,ok,0.14331972999934806,0.07320307492404879,0.3943021100003534
558,28.848,28.851828509999905,5.915625857000123,ok,0.1325133509999432,0.07320376821518972,0.39443191699865565
559,28.875,28.875459965998743,5.89148574399951,ok,0.10886355799993908,0.07319741718985617,0.39446126500115497
560,28.902,28.90236571099922,5.864642448999803,ok,0.08570471299935889,0.07315091725315971,0.3942020680005953
561,29.013,29.01330026999858,5.773966322998604,ok,0.12578966099863464,0.07149572341772967,0.39442342500115046
562,29.04,29.04051866000009,5.746666487000766,ok,0.13591035699937493,0.07102203993671065,0.3942996719997609
563,29.108,29.112797757999942,5.673965298001349,ok,0.10103803000129119,0.07054305058227328,0.3945716040016123
564,29.148,29.14929202899839,5.637538852000944,ok,0.10161968800093746,0.0700747303924086,0.3945740619983553
565,29.162,29.16257724499883,5.624313199001335,ok,0.08837180200134753,0.07007502354428675,0.39457733500057657
566,29.202,29.203654842000105,5.583285468001122,ok,0.0838787320008123,0.06961256232912265,0.39458490799916035
567,29.215,29.216017531000034,5.570979259000524,ok,0.0746357980005996,0.0695737968607652,0.39458404400102154
568,29.323,29.326503808999405,5.47681404099967,ok,0.11606367400054296,0.0678572880506296,0.3943124509987683
569,29.336,29.340542205998645,5.462854478999361,ok,0.13894789699952526,0.06739101943036721,0.3943065369985561
570,29.418,29.422485606999544,5.381025532999047,ok,0.09446695400038152,0.06691826768354399,0.3943027129989787
571,29.458,29.4587915409993,5.344772501999614,ok,0.0957655980000709,0.06644294172152122,0.39430058100151655
572,29.498,29.498698783998407,5.304936937000093,ok,0.05982279300042137,0.06639366401264575,0.39432000600027095
573,29.511,29.511843721998957,5.291847204000078,ok,0.04671236099966336,0.06639394674682621,0.394310272000439
574,29.619,29.6243859719998,5.201663653000651,ok,0.11065378400053305,0.06444296877215712,0.3943123019998893
575,29.686,29.686831336999603,5.1388585540007625,ok,0.08516116100145155,0.06396957778479537,0.3947112529986043
576,29.7,29.700291981998816,5.12581683999997,ok,0.10912424900016049,0.06350225883542857,0.3943123970002489
577,29.727,29.727392357999634,5.0980944160000945,ok,0.08197982900128409,0.06349481263290888,0.39471585000137566
578,29.767,29.767263543999434,5.058484637998845,ok,0.04557285699956992,0.06345439968353725,0.3943164490010531
579,29.808,29.808794774999114,5.022488496999358,ok,0.10150864599927445,0.062290680506348624,0.3943101929999102
580,29.821,29.823017310998694,5.008476872000756,ok,0.12413725599981262,0.061826908772154986,0.3943045069991058
581,29.848,29.849159654999312,4.982381657999213,ok,0.0980253489997267,0.06182712872152156,0.39430668000022706
582,29.875,29.875384833998396,4.955993010000384,ok,0.1082622789999732,0.06136349097468605,0.39430649600035395
583,29.902,29.902482672998303,4.929128652000145,ok,0.08110787399891706,0.061366979544305374,0.3943233339996368
584,29.915,29.91548994599907,4.915651328999957,ok,0.07125413399990066,0.06132119162024929,0.3946991060001892
585,30.0,30.000936818998525,4.843021627999406,ok,0.11034613199990417,0.059906997620244144,0.39470828299999994
586,30.043,30.044045616999938,4.800215981000292,ok,0.10523529900092399,0.05942994329114622,0.39430761500079825
587,30.058,30.058223005999025,4.78619469700061,ok,0.09116173599977628,0.0594306043291183,0.3943240999997215
588,30.072,30.072185874998468,4.77228658400054,ok,0.11507707700002356,0.05895184334177786,0.39436961600040377
589,30.101,30.101548179998645,4.742972723001003,ok,0.08574508899982902,0.058952074278485145,0.39436925100017106
590,30.115,30.115466836999985,4.729103453000789,ok,0.10873774399988179,0.05848547154431499,0.3943703570002981
591,30.144,30.144471513998724,4.699604449000617,ok,0.07976166200023727,0.05847882989872209,0.3943280599996797
592,30.159,30.15955106599904,4.684773398999823,ok,0.06843843999922683,0.0584344385443049,0.3943346019987075
593,30.245,30.245174666999446,59.16168857200137,ok,0.10855069300123432,0.7475078903797434,54.54905110400068
594,30.303,30.30360900099913,59.102603708999595,ok,0.08754806999968423,0.7470258281265862,54.5491262430005
595,30.318,30.320176632998482,59.08611353199922,ok,0.07499084499977471,0.7469760454303791,54.5486678390007
596,30.347,30.34799878800004,59.05835117599963,ok,0.047203663998516276,0.7469763721519139,54.54868587300007
597,30.39,30.390613779998603,59.015795381001226,ok,0.10356087400032266,0.7457243178734321,54.548710110000684
598,30.448,30.44843143399885,58.95807614399928,ok,0.0488625170000887,0.7456860825569505,54.54875906500092
599,30.519,30.519504579999193,58.88717227400048,ok,0.10448811300011585,0.7440843435569484,54.54881401499915
600,30.548,30.548250823998387,58.85855673200058,ok,0.11363704100040195,0.743606382962016,54.54895598700023
